ref,name,postcode,management,pupils_total_2022_23,religion_protestant_2022_23,religion_catholic_2022_23,religion_other_2022_23,religion_protestant_est_low_2022_23,religion_catholic_est_low_2022_23,religion_other_est_low_2022_23,religion_protestant_est_mid_2022_23,religion_catholic_est_mid_2022_23,religion_other_est_mid_2022_23,religion_protestant_est_high_2022_23,religion_catholic_est_high_2022_23,religion_other_est_high_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
301-0895,Rathcoole Primary School ,BT379EL,Controlled,165,101,*,#,101,0,60,101,2,62,101,4,64,BT379EL,54.665168,-5.928049,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,128.4523257866513,101,0-4,60-64
301-2049,Carnalridge Primary School ,BT568PB,Controlled,128,56,8,64,56,8,64,56,8,64,56,8,64,BT568PB,55.181707,-6.658516,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,113.13708498984761,56,8,64
301-2065,Culcrow Primary School ,BT514BT,Controlled,98,69,*,#,69,0,25,69,2,27,69,4,29,BT514BT,55.053707,-6.606702,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.99494936611666,69,0-4,25-29
301-2225,Damhead Primary School ,BT521UF,Controlled,204,130,11,63,130,11,63,130,11,63,130,11,63,BT521UF,55.10324,-6.616839,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.82856857085702,130,11,63
301-2229,Hezlett Primary School ,BT514TZ,Controlled,193,111,5,77,111,5,77,111,5,77,111,5,77,BT514TZ,55.153828,-6.781233,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.92443989449805,111,5,77
301-2233,Tobermore Primary School ,BT455QB,Controlled,74,62,0,12,62,0,12,62,0,12,62,0,12,BT455QB,54.815827,-6.702548,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,86.02325267042627,62,0,12
301-2234,Ampertaine Primary School ,BT465SB,Controlled,120,80,*,#,80,0,36,80,2,38,80,4,40,BT465SB,54.884641,-6.629046,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,109.54451150103323,80,0-4,36-40
301-2237,Killowen Primary School ,BT513BZ,Controlled,203,75,7,121,75,7,121,75,7,121,75,7,121,BT513BZ,55.127567,-6.675885,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.47806848775008,75,7,121
301-2250,Portstewart Primary School ,BT557BT,Controlled,265,111,19,135,111,19,135,111,19,135,111,19,135,BT557BT,55.18539,-6.714378,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,162.78820596099706,111,19,135
301-2264,Millburn Primary School ,BT522AQ,Controlled,339,151,29,159,151,29,159,151,29,159,151,29,159,BT522AQ,55.138851,-6.66204,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,184.11952639521968,151,29,159
301-2267,Magherafelt Primary School,BT456PA,Controlled,217,133,18,66,133,18,66,133,18,66,133,18,66,BT456PA,54.75997,-6.599445,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,147.30919862656233,133,18,66
301-2269,Kilrea Primary School ,BT515SE,Controlled,92,70,0,22,70,0,22,70,0,22,70,0,22,BT515SE,54.94844,-6.553629,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,95.91663046625439,70,0,22
301-2284,D H Christie Memorial Primary School ,BT513HX,Controlled,358,169,57,132,169,57,132,169,57,132,169,57,132,BT513HX,55.139124,-6.682935,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,189.20887928424503,169,57,132
301-2288,Castleroe Primary School ,BT513RN,Controlled,96,#,*,56,36,0,56,38,2,56,40,4,56,BT513RN,55.107341,-6.657422,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,97.97958971132712,36-40,0-4,56
301-2290,Bellaghy Primary School ,BT458HZ,Controlled,46,38,*,#,38,0,4,38,2,6,38,4,8,BT458HZ,54.810154,-6.516423,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,67.82329983125268,38,0-4,04-Aug
301-2291,Maghera Primary School ,BT465BS,Controlled,76,39,0,37,39,0,37,39,0,37,39,0,37,BT465BS,54.845057,-6.666739,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,87.17797887081348,39,0,37
301-3301,Carnmoney Primary School ,BT366JS,Controlled,383,190,13,180,190,13,180,190,13,180,190,13,180,BT366JS,54.68306,-5.950925,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,195.70385790780927,190,13,180
301-3310,Broughshane Primary School ,BT424LB,Controlled,309,224,*,#,224,0,81,224,2,83,224,4,85,BT424LB,54.892277,-6.215488,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,175.78395831246948,224,0-4,81-85
301-3315,Ballykeel Primary School ,BT424DN,Controlled,427,295,*,#,295,0,128,295,2,130,295,4,132,BT424DN,54.858722,-6.258817,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,206.63978319771826,295,0-4,128-132
301-3322,Camphill Primary School ,BT422DG,Controlled,401,258,12,131,258,12,131,258,12,131,258,12,131,BT422DG,54.850952,-6.279737,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,200.24984394500788,258,12,131
301-3323,Mossgrove Primary School ,BT365DN,Controlled,229,85,29,115,85,29,115,85,29,115,85,29,115,BT365DN,54.675706,-5.971994,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.32745950421557,85,29,115
301-3325,Leaney Primary School ,BT537AL,Controlled,299,230,0,69,230,0,69,230,0,69,230,0,69,BT537AL,55.066464,-6.505247,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,172.91616465790582,230,0,69
301-3330,Victoria Primary School ,BT387EZ,Controlled,411,245,*,#,245,0,162,245,2,164,245,4,166,BT387EZ,54.724088,-5.79499,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.73134932713293,245,0-4,162-166
301-3331,Ballycraigy Primary School ,BT411PU,Controlled,133,26,0,107,26,0,107,26,0,107,26,0,107,BT411PU,54.707264,-6.188233,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,115.32562594670796,26,0,107
301-3332,Toreagh Primary School ,BT403DU,Controlled,120,89,*,#,89,0,27,89,2,29,89,4,31,BT403DU,54.80489,-5.860117,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,109.54451150103323,89,0-4,27-31
301-3700,Macosquin Primary School ,BT514ND,Controlled,188,#,*,135,49,0,135,51,2,135,53,4,135,BT514ND,55.103092,-6.701323,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,137.11309200802089,49-53,0-4,135
301-3704,Castledawson Primary School ,BT458AB,Controlled,141,89,*,#,89,0,48,89,2,50,89,4,52,BT458AB,54.778099,-6.558798,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.74342087037917,89,0-4,48-52
301-6005,Silverstream Primary School ,BT388XD,Controlled,148,67,5,76,67,5,76,67,5,76,67,5,76,BT388XD,54.691829,-5.869642,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,121.65525060596438,67,5,76
301-6014,Templepatrick Primary School ,BT390AQ,Controlled,450,265,35,150,265,35,150,265,35,150,265,35,150,BT390AQ,54.699951,-6.091665,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,212.13203435596427,265,35,150
301-6015,Mossley Primary School ,BT365NA,Controlled,570,329,*,#,329,0,237,329,2,239,329,4,241,BT365NA,54.692227,-5.946787,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,238.74672772626644,329,0-4,237-241
301-6037,Greystone Primary School ,BT411JW,Controlled,167,67,*,#,67,0,96,67,2,98,67,4,100,BT411JW,54.713521,-6.188451,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,129.22847983320085,67,0-4,96-100
301-6038,Hollybank Primary School ,BT370HF,Controlled,172,94,*,#,94,0,74,94,2,76,94,4,78,BT370HF,54.685744,-5.908716,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.1487705,94,0-4,74-78
301-6040,Armoy Primary School ,BT538TD,Controlled,97,73,*,#,73,0,20,73,2,22,73,4,24,BT538TD,55.127342,-6.340615,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.48857801796103,73,0-4,20-24
301-6052,Harpur's Hill Primary School,BT522ER,Controlled,247,116,13,118,116,13,118,116,13,118,116,13,118,BT522ER,55.136238,-6.652296,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,157.1623364550171,116,13,118
301-6055,Gorran Primary School ,BT514HA,Controlled,87,64,5,18,64,5,18,64,5,18,64,5,18,BT514HA,55.023986,-6.692078,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,93.27379053088816,64,5,18
301-6058,Parkhall Primary School ,BT411AZ,Controlled,181,130,11,40,130,11,40,130,11,40,130,11,40,BT411AZ,54.721184,-6.201674,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,134.53624047073708,130,11,40
301-6063,Dunclug Primary School ,BT436SU,Controlled,127,23,15,89,23,15,89,23,15,89,23,15,89,BT436SU,54.878934,-6.276332,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,112.69427669584644,23,15,89
301-6119,Garvagh Primary School ,BT515HP,Controlled,97,80,*,#,80,0,13,80,2,15,80,4,17,BT515HP,54.987462,-6.685564,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.48857801796103,80,0-4,13-17
301-6125,Rasharkin Primary School ,BT448RX,Controlled,70,55,*,#,55,0,11,55,2,13,55,4,15,BT448RX,54.954926,-6.479279,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,83.66600265340756,55,0-4,Nov-15
301-6129,Carniny Primary School ,BT435JR,Controlled,285,152,*,#,152,0,129,152,2,131,152,4,133,BT435JR,54.872217,-6.298818,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,168.81943016134133,152,0-4,129-133
301-6170,Ballyhenry Primary School ,BT365AZ,Controlled,173,71,9,93,71,9,93,71,9,93,71,9,93,BT365AZ,54.680524,-5.970529,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.52946437965906,71,9,93
301-6225,Woodlawn Primary School ,BT388EZ,Controlled,149,#,*,107,38,0,107,40,2,107,42,4,107,BT388EZ,54.723673,-5.821712,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.06555615733703,38-42,0-4,107
301-6244,Ashgrove Primary School ,BT366LJ,Controlled,355,156,26,173,156,26,173,156,26,173,156,26,173,BT366LJ,54.675534,-5.951615,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,188.41443681416774,156,26,173
301-6249,Earlview Primary School ,BT365US,Controlled,219,#,*,126,89,0,126,91,2,126,93,4,126,BT365US,54.688617,-5.957531,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,147.9864858694874,89-93,0-4,126
301-6252,Ballysally Primary School ,BT522QU,Controlled,288,154,12,122,154,12,122,154,12,122,154,12,122,BT522QU,55.146392,-6.660737,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,169.70562748477138,154,12,122
301-6257,Oakfield Primary School ,BT387SP,Controlled,285,175,*,#,175,0,106,175,2,108,175,4,110,BT387SP,54.734919,-5.807569,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,168.81943016134133,175,0-4,106-110
301-6260,Cloughmills Primary School ,BT449LF,Controlled,82,58,*,#,58,0,20,58,2,22,58,4,24,BT449LF,54.997223,-6.330208,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90.55385138137417,58,0-4,20-24
301-6264,Irish Society's Primary School ,BT521JL,Controlled,378,177,46,155,177,46,155,177,46,155,177,46,155,BT521JL,55.121472,-6.659095,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,194.42222095223582,177,46,155
301-6269,Cairncastle Primary School ,BT402RB,Controlled,65,35,*,#,35,0,26,35,2,28,35,4,30,BT402RB,54.897785,-5.871936,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,80.62257748298549,35,0-4,26-30
301-6283,Knockloughrim Primary School ,BT458QT,Controlled,124,98,*,#,98,0,22,98,2,24,98,4,26,BT458QT,54.810153,-6.604926,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,111.35528725660043,98,0-4,22-26
301-6414,Fairview Primary School ,BT399HS,Controlled,485,252,12,221,252,12,221,252,12,221,252,12,221,BT399HS,54.755107,-6.00624,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,220.2271554554524,252,12,221
301-6440,Portglenone Primary School ,BT448AF,Controlled,140,108,*,#,108,0,28,108,2,30,108,4,32,BT448AF,54.873626,-6.472325,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,108,0-4,28-32
301-6444,Hazelbank Primary School ,BT424LP,Controlled,161,133,6,22,133,6,22,133,6,22,133,6,22,BT424LP,54.903359,-6.111208,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,126.8857754044952,133,6,22
301-6447,Balnamore Primary School ,BT537PT,Controlled,29,18,0,11,18,0,11,18,0,11,18,0,11,BT537PT,55.064919,-6.563486,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,53.85164807134504,18,0,11
301-6594,Bushvalley Primary School ,BT538PR,Controlled,173,127,*,#,127,0,42,127,2,44,127,4,46,BT538PR,55.117606,-6.414263,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.52946437965906,127,0-4,42-46
301-6705,Islandmagee Primary School,BT403TQ,Controlled,135,60,0,75,60,0,75,60,0,75,60,0,75,BT403TQ,54.825414,-5.72974,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,116.1895003862225,60,0,75
303-0434,Creggan Primary School ,BT413LH,Roman Catholic Maintained,108,0,#,*,0,104,0,0,106,2,0,108,4,BT413LH,54.721371,-6.362539,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,103.92304845413264,0,104-108,0-4
303-0438,Millquarter Primary School ,BT413PY,Roman Catholic Maintained,134,0,#,*,0,130,0,0,132,2,0,134,4,BT413PY,54.795429,-6.432113,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.75836902790226,0,130-134,0-4
303-0547,St Patrick's Primary School ,BT568JE,Roman Catholic Maintained,57,*,47,#,0,47,6,2,47,8,4,47,10,BT568JE,55.202199,-6.64732,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,75.49834435,0-4,47,06-Oct
303-0588,St Mary's Primary School ,BT546RT,Roman Catholic Maintained,18,*,*,#,0,0,10,2,2,14,4,4,18,BT546RT,55.293389,-6.197745,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,42.426406871192846,0-4,0-4,Oct-18
303-0621,St Mary's Primary School ,BT448BL,Roman Catholic Maintained,234,*,223,#,0,223,7,2,223,9,4,223,11,BT448BL,54.871256,-6.47039,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,152.97058540778355,0-4,223,07-Nov
303-0688,Mount St Michael's Primary School ,BT412AF,Roman Catholic Maintained,395,*,375,#,0,375,16,2,375,18,4,375,20,BT412AF,54.750747,-6.310021,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,198.7460691435179,0-4,375,16-20
303-0708,Glenann Primary School ,BT440TG,Roman Catholic Maintained,59,0,#,*,0,55,0,0,57,2,0,59,4,BT440TG,55.093239,-6.101322,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,76.81145747868608,0,55-59,0-4
303-0719,St Olcan's Primary School ,BT538RJ,Roman Catholic Maintained,79,0,#,*,0,75,0,0,77,2,0,79,4,BT538RJ,55.13272,-6.320666,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.88194417315589,0,75-79,0-4
303-0815,Moneynick Primary School ,BT413HS,Roman Catholic Maintained,60,0,#,*,0,56,0,0,58,2,0,60,4,BT413HS,54.741456,-6.385782,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,77.45966692414834,0,56-60,0-4
303-0832,St Comgall's Primary School ,BT414JG,Roman Catholic Maintained,516,*,462,#,0,462,50,2,462,52,4,462,54,BT414JG,54.721867,-6.22179,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,227.15633383201094,0-4,462,50-54
303-0890,St Brigid's Primary School ,BT449LT,Roman Catholic Maintained,17,0,#,*,0,13,0,0,15,2,0,17,4,BT449LT,55.000401,-6.331951,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,41.23105625617661,0,13-17,0-4
303-0894,St Mary's Primary School ,BT440SQ,Roman Catholic Maintained,143,*,#,*,0,135,0,2,139,2,4,143,4,BT440SQ,55.076377,-6.060407,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,119.58260743101398,0-4,135-143,0-4
303-0898,St Anne's Primary School ,BT449JE,Roman Catholic Maintained,74,*,#,0,0,70,0,2,72,0,4,74,0,BT449JE,55.031928,-6.290085,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0-4,70-74,0
303-0900,St Anthony's Primary School ,BT402BG,Roman Catholic Maintained,67,*,55,#,0,55,8,2,55,10,4,55,12,BT402BG,54.85511,-5.838505,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.85352771872451,0-4,55,08-Dec
303-2018,St Brigid's Primary School Tirkane,BT465NH,Roman Catholic Maintained,265,0,#,*,0,261,0,0,263,2,0,265,4,BT465NH,54.87443,-6.711321,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,162.78820596099706,0,261-265,0-4
303-2109,New Row St. Patrick's Primary School,BT458AP,Roman Catholic Maintained,199,*,185,#,0,185,10,2,185,12,4,185,14,BT458AP,54.776884,-6.554879,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,141.06735979665885,0-4,185,Oct-14
303-2185,St Trea's Primary School ,BT456LL,Roman Catholic Maintained,106,0,#,*,0,102,0,0,104,2,0,106,4,BT456LL,54.738229,-6.525932,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,102.95630140987001,0,102-106,0-4
303-2197,Knocknagin Primary School ,BT455LE,Roman Catholic Maintained,79,*,73,*,2,73,2,3,73,3,4,73,4,BT455LE,54.77469,-6.678379,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.88194417315589,02-Apr,73,02-Apr
303-2202,St Columba's Primary School ,BT515EQ,Roman Catholic Maintained,98,0,#,*,0,94,0,0,96,2,0,98,4,BT515EQ,55.016711,-6.735542,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,98.99494936611666,0,94-98,0-4
303-2205,St Columb's Primary School (Cullion),BT455NQ,Roman Catholic Maintained,81,0,#,*,0,77,0,0,79,2,0,81,4,BT455NQ,54.766304,-6.713828,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,90,0,77-81,0-4
303-2218,Crossroads Primary School ,BT515TW,Roman Catholic Maintained,118,*,109,#,0,109,5,2,109,7,4,109,9,BT515TW,54.919153,-6.59261,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,108.62780491200215,0-4,109,05-Sep
303-2231,St Colum's Primary School ,BT557EF,Roman Catholic Maintained,165,5,141,19,5,141,19,5,141,19,5,141,19,BT557EF,55.182763,-6.716504,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,128.4523257866513,5,141,19
303-2246,St John Bosco Primary School Ballynease,BT448NZ,Roman Catholic Maintained,105,0,#,*,0,101,0,0,103,2,0,105,4,BT448NZ,54.844974,-6.482157,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,102.46950765959598,0,101-105,0-4
303-2257,Anahorish Primary School ,BT413SS,Roman Catholic Maintained,188,0,#,*,0,184,0,0,186,2,0,188,4,BT413SS,54.769776,-6.50359,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,137.11309200802089,0,184-188,0-4
303-2268,St Columba's Primary School ,BT457BB,Roman Catholic Maintained,152,0,#,*,0,148,0,0,150,2,0,152,4,BT457BB,54.783686,-6.806025,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,123.28828005937952,0,148-152,0-4
303-2271,St Eoghan's Primary School ,BT457DZ,Roman Catholic Maintained,131,0,#,*,0,127,0,0,129,2,0,131,4,BT457DZ,54.816163,-6.830159,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,114.45523142259597,0,127-131,0-4
303-2273,St Mary's Primary School ,BT457AF,Roman Catholic Maintained,172,*,#,*,0,164,0,2,168,2,4,172,4,BT457AF,54.793383,-6.778392,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.1487705,0-4,164-172,0-4
303-2274,St John's Primary School ,BT465PY,Roman Catholic Maintained,218,0,#,*,0,214,0,0,216,2,0,218,4,BT465PY,54.903513,-6.668346,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,147.6482306,0,214-218,0-4
303-2275,"St Mary's Primary School, Greenlough",BT448NN,Roman Catholic Maintained,165,0,#,*,0,161,0,0,163,2,0,165,4,BT448NN,54.867799,-6.515397,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,128.4523257866513,0,161-165,0-4
303-2281,St Mary's Primary School ,BT458HX,Roman Catholic Maintained,208,0,#,*,0,204,0,0,206,2,0,208,4,BT458HX,54.809503,-6.519744,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,144.22205101855957,0,204-208,0-4
303-2285,St Patrick's & St Joseph's Primary School ,BT515BA,Roman Catholic Maintained,154,0,#,*,0,150,0,0,152,2,0,154,4,BT515BA,54.975286,-6.70286,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,124.09673645990857,0,150-154,0-4
303-2297,St Malachy's Primary School ,BT521HJ,Roman Catholic Maintained,159,*,137,#,0,137,18,2,137,20,4,137,22,BT521HJ,55.126048,-6.665965,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,126.09520212918491,0-4,137,18-22
303-3303,St Oliver Plunkett's Primary School ,BT413NJ,Roman Catholic Maintained,198,0,#,*,0,194,0,0,196,2,0,198,4,BT413NJ,54.75165,-6.460101,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140.71247279470288,0,194-198,0-4
303-3313,St Bernard's Primary School ,BT366DW,Roman Catholic Maintained,623,0,614,9,0,614,9,0,614,9,0,614,9,BT366DW,54.667811,-5.949213,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,249.59967948697368,0,614,9
